word,machine,human,label,emotion_intensity_score
shipwreck,ụgbọ mmiri kpuru,ụgbọ mmiri kpuru,fear,0.766
plight,nsogbu,nsogbu,sadness,0.621
muff,muf,mọfụ,disgust,0.391
vulnerability,adịghị ike,adịghị ike,sadness,0.469
biggestfear,egwu kacha ukwuu,egwu kacha ukwuu,fear,0.797
revolution,mgbanwe,mgbanwe,fear,0.359
regret,kwaa ụta,kwaa ụta,sadness,0.625
peril,ihe egwu,ihe egwu,fear,0.859
finally,n'ikpeazụ,n'ikpeazụ,anticipation,0.57
fate,akara aka,akara aka,trust,0.438
rush,mee ọsọ ọsọ,mee ọsọ ọsọ,fear,0.281
happyday,ụbọchị ọma,ụbọchị ọma,joy,0.809
reliable,a pụrụ ịdabere na ya,a pụrụ ịdabere na ya,trust,0.703
instruction,ntụziaka,ntụziaka,trust,0.5
caution,ịkpachara anya,ịkpachara anya,anger,0.145
obvious,doro anya,doro anya,trust,0.539
salvation,nzọpụta,nzọpụta,anticipation,0.555
conjure,conjure,ime majiki,surprise,0.555
illegitimate,iwu akwadoghị,iwu akwadoghị,fear,0.438
improve,melite,melite,trust,0.492
advocacy,nkwado,nkwado,joy,0.25
pervert,agbagọ,agbagọ,anger,0.485
excitation,mkpali,mkpali,joy,0.891
divorce,ịgba alụkwaghịm,ịgba alụkwaghịm,anger,0.516
jubilant,obi ụtọ,obi ụtọ,surprise,0.578
derogation,nlelị,nlelị,anger,0.5
bum,mma,mma,disgust,0.422
fellow,ibe,ibe,trust,0.492
murderer,ogbu mmadu,ogbu mmadu,disgust,0.82
sarcoma,sarcoma,sakoma,fear,0.625
renovation,ntaghari ohuru,ntụgharị ọhụụ,anticipation,0.516
obliterate,kpochapụ,kpochapụ,fear,0.766
malevolent,na -eme ihe ọjọọ,na -eme ihe ọjọọ,sadness,0.672
progression,aga n'ihu,aga n'ihu,sadness,0.201
hammock,hammoku,ala,joy,0.394
cry,akwa,akwa,sadness,0.75
brute,brute,enweghị,sadness,0.391
variable,agbanwe,agbanwe,surprise,0.484
succeed,gaa nke ọma,gaa nke ọma,anticipation,0.633
enliven,dị ndụ,dị ndụ,joy,0.672
confine,igbochi,igbochi,fear,0.562
liberation,ntọhapụ,ntọhapụ,joy,0.531
despotism,despotism,ọchịchị aka ike,sadness,0.453
peaceful,n'udo,n'udo,joy,0.636
manipulation,aghụghọ,aghụghọ,fear,0.531
sympathetic,ọmịiko,ọmịiko,joy,0.188
massacre,mgbuchapụ,mgbuchapụ,fear,0.911
punished,tara ahụhụ,tara ahụhụ,anger,0.662
politic,ndọrọ ndọrọ ọchịchị,ndọrọ ndọrọ ọchịchị,disgust,0.266
socialist,onye na -elekọta mmadụ,onye na -elekọta mmadụ,disgust,0.422
fearing,na -atụ egwu,na -atụ egwu,fear,0.808
sin,mmehie,mmehie,disgust,0.625
onedge,onedge,n'oke,fear,0.359
rooted,gbanyere mkpọrọgwụ,gbanyere mkpọrọgwụ,trust,0.586
hellish,hellish,ọkụ mmụọ,fear,0.828
hurtful,na -afụ ụfụ,na -afụ ụfụ,sadness,0.688
virtue,omume ọma,omume ọma,trust,0.719
dark,ọchịchịrị,ọchịchịrị,sadness,0.545
splitting,na -agbawa,na -agbawa,sadness,0.188
corrupting,na -emerụ emerụ,na -emerụ emerụ,disgust,0.75
enmity,iro,iro,sadness,0.406
injuring,na -emerụ ahụ,na -emerụ ahụ,fear,0.609
oppressive,mmegbu,mmegbu,disgust,0.633
reconciliation,imezi,imezi,anticipation,0.5
money,ego,ego,anger,0.074
civilians,ndị nkịtị,ndị nkịtị,fear,0.062
pledge,nkwa,nkwa,trust,0.688
armory,ngwa agha,ngwa agha,trust,0.391
tighten,ikesiike,ikesiike,anger,0.328
waffle,waffle,isiri,anger,0.03
rapid,ngwa ngwa,ngwa ngwa,surprise,0.469
shelter,ndo,ndo,trust,0.578
detainee,onye nga,onye nga,anger,0.409
beast,anụ ọhịa,anụ ọhịa,fear,0.734
thumping,na -akụ,na -akụ,fear,0.422
defenseless,enweghị nchekwa,enweghị nchekwa,fear,0.547
cap,okpu,okpu,anticipation,0.297
offense,mmejọ,mmejọ,anger,0.469
irritation,mgbakasị,mgbakasị,anger,0.438
witchcraft,amoosu,amoosu,anger,0.333
suppress,gbochie,gbochie,anger,0.453
laxative,na -egbu mgbu,na -egbu mgbu,fear,0.312
stranger,onye obia,onye ọbịa,fear,0.453
dismissal,mgbasa,mgbasa,fear,0.406
hermit,mpako,mpako,sadness,0.296
reinforcements,nkwalite,nkwalite,trust,0.539
tyrant,onye ọchịchị aka ike,onye ọchịchị aka ike,fear,0.788
mug,Foto Ụlọ Nga,Foto Ụlọ Nga,anger,0.467
buzzing,na -eme mkpọtụ,na -eme mkpọtụ,joy,0.281
dictum,ike,ike,trust,0.445
transcendence,karịrị akarị,karịrị akarị,surprise,0.508
unfulfilled,emezughị,emezughị,anticipation,0.391
harvest,owuwe ihe ubi,owuwe ihe ubi,anticipation,0.578
illegal,iwu akwadoghị,iwu akwadoghị,disgust,0.43
forgetful,na -echefu,na -echefu,anger,0.076
dreadful,dị egwu,dị egwu,anticipation,0.508
sinister,ihe ojoo,jọrọ njọ,fear,0.672
masochism,masochism,mgbu,anger,0.556
obnoxious,na -asọ oyi,na -asọ oyi,sadness,0.406
defy,nlelị,nlelị,sadness,0.312
reparation,nkwụghachi ụgwọ,nkwụghachi ụgwọ,trust,0.383
glimmer,enwu enwu,enwu enwu,joy,0.53
hazard,odachi,ọdachi,fear,0.75
distress,nsogbu,nsogbu,surprise,0.625
tackle,mee ihe,mee ihe,anger,0.545
supremacy,oke,oke,fear,0.328
creditable,n'aka,n'aka,trust,0.711
burke,burke,igbu mmadụ,sadness,0.234
utopian,onye utopian,onye utopian,anticipation,0.5
weep,bee akwa,bee akwa,sadness,0.656
heartless,enweghi obi,enweghi obi,sadness,0.719
dislocated,gbahapụrụ,kwochapụrụ,anger,0.328
uninspired,na -enweghị mmụọ,na -enweghị mmụọ,sadness,0.344
infidel,onye ekweghi ekwe,onye ekweghi ekwe,anger,0.47
wrongful,ezighi ezi,ezighi ezi,anger,0.441
theological,nkà mmụta okpukpe,nkà mmụta okpukpe,trust,0.461
wasted,imefusị,imefusị,disgust,0.445
sly,nzuzu,nzuzu,fear,0.156
unclean,adịghị ọcha,adịghị ọcha,disgust,0.586
plaintive,onye na -ebo ebubo,onye na -ebo ebubo,sadness,0.359
doom,mbibi,mbibi,fear,0.828
foresee,buru amụma,buru amụma,trust,0.453
violence,ime ihe ike,ime ihe ike,anger,0.742
exasperation,iwe iwe,iwe iwe,anger,0.424
explode,gbawaa,gbawaa,fear,0.828
venerable,nsọpụrụ,nsọpụrụ,trust,0.508
policeman,onye uwe ojii,onye uwe ojii,trust,0.477
disdain,nleda anya,nleda anya,disgust,0.398
rewarding,na -akwụghachi ụgwọ,na -akwụghachi ụgwọ,joy,0.742
uncertain,ejighi n'aka,ejighi n'aka,surprise,0.633
scorpion,akpị,akpị,disgust,0.391
mediate,onye ogbugbo,onye ogbugbo,trust,0.555
homicidal,igbu mmadu,igbu mmadụ,anger,0.906
ruined,mebiri emebi,mebiri emebi,disgust,0.531
armored,armored,agha,fear,0.469
tryouts,nnwale,nnwale,fear,0.21
anarchy,ogba aghara,ọgbaghara,fear,0.75
enthusiast,onye na -anụ ọkụ n'obi,onye na -anụ ọkụ n'obi,surprise,0.445
insecurities,enweghị ntụkwasị obi,inwe obi abuọ,trust,0.18
trickery,aghụghọ,aghụghọ,surprise,0.617
revels,na -egwuri egwu,na -egwuri egwu,joy,0.562
opportunity,ohere,ohere,anticipation,0.648
cautionary,ịkpachara anya,ịkpachara anya,fear,0.359
rebellion,nnupu isi,nnupu isi,disgust,0.359
simplicity,mfe,mfe,joy,0.375
reappear,maliteghachi,maliteghachi,surprise,0.562
nostress,nostress,enweghi nrugide,joy,0.421
hydrocephalus,hydrocephalus,isi ịza aza,disgust,0.531
sadness,mwute,mwute,trust,0.25
confession,nkwupụta,nkwupụta,fear,0.266
destroyed,bibiri,bibiri,fear,0.754
disreputable,enweghị nkwanye ùgwù,enweghị nkwanye ùgwù,fear,0.453
amazingly,di itunanya,di itunanya,joy,0.703
condescension,obi umeala,obi umeala,anger,0.576
majestic,dị ebube,dị ebube,surprise,0.523
inept,adịghị mma,adịghị mma,disgust,0.352
magnificence,ịdị ebube,ịdị ebube,trust,0.609
winner,onye mmeri,onye mmeri,surprise,0.547
dishonesty,emeghị ihe n'eziokwu,emeghị ihe n'eziokwu,disgust,0.414
irate,iwe,iwe,anger,0.844
craps,ihe egwuregwu,ihe egwuregwu,anticipation,0.414
retribution,ntaramahụhụ,ntaramahụhụ,fear,0.545
goodvibes,ndị ọma,ndị ọma,joy,0.742
chaff,igbogbo ọka,igbogbo ọka,fear,0.172
mortality,onwu,ọnwụ,sadness,0.5
inauguration,nraranye,nraranye,anticipation,0.492
hope,olile anya,olile anya,trust,0.68
iniquity,ajọ omume,ajọ omume,disgust,0.445
pernicious,ihe ojoo,ihe ọjọọ,sadness,0.469
blossom,otuto,otuto,joy,0.53
incompatible,adabaghi,adabaghi,disgust,0.359
relevant,dị mkpa,dị mkpa,trust,0.539
escape,gbapụ,gbapụ,fear,0.406
storming,ebili mmiri,ebili mmiri,anger,0.594
expect,tụọ anya,tụọ anya,surprise,0.148
proud,mpako,mpako,joy,0.704
corrupting,na -emerụ emerụ,na -emerụ emerụ,anger,0.672
pique,pique,keonyeiro,anger,0.391
dwarfed,dwarfed,dwaftedị,sadness,0.391
immigrant,onye mbịarambịa,onye mbịarambịa,fear,0.219
shiver,ịma jijiji,ịma jijiji,sadness,0.291
backbone,ọkpụkpụ azụ,ọkpụkpụ azụ,anger,0.203
probability,ihe puru omume,ihe puru omume,anticipation,0.547
copycat,copycat,ịnyọmị mmadụ,disgust,0.258
manslaughter,igbu mmadu,igbu mmadu,disgust,0.812
blemish,nkwarụ,nkwarụ,anger,0.136
purpose,nzube,nzube,joy,0.348
felicity,obi ụtọ,obi ụtọ,joy,0.636
repellent,ọgwụ ọchụ,ọgwụ ọchụ,fear,0.391
complain,ime mkpesa,ime mkpesa,anger,0.469
uncaring,enweghị mmasị,enweghị mmasị,anger,0.273
withered,akpọnwụwo,akpọnwụwo,disgust,0.531
separation,nkewa,nkewa,fear,0.391
localize,localize,ebe,anticipation,0.352
infamous,aha ọjọọ,keamaghị ama,disgust,0.289
communism,komunizim,kọmunizim,fear,0.547
friendliness,enyi,enyi,joy,0.75
demonic,ndị mmụọ ọjọọ,ndị mmụọ ọjọọ,sadness,0.656
conciliation,nkwekọrịta,nkwekọrịta,trust,0.547
kiddo,kiddo,nwatakịrị,joy,0.47
slavery,ịgba ohu,ịgba ohu,fear,0.75
deflation,mmụba,mmbelata,fear,0.297
openly,n'ihu ọha,n'ihu ọha,trust,0.594
betray,arara nye,arara nye,disgust,0.516
alliance,mmekorita,mmekorita,trust,0.727
bummer,na -eme mkpọtụ,na -eme mkpọtụ,disgust,0.148
topple,ịkwatu,ịkwatu,surprise,0.664
sisterhood,nwanne nwanyị,nwanne nwanyị,trust,0.773
disgust,na -asọ oyi,na -asọ oyi,sadness,0.531
rob,izu ohi,izu ohi,disgust,0.516
unbearable,anagideghi,anagideghi,disgust,0.484
undying,na -adịghị anwụ anwụ,na -adịghị anwụ anwụ,joy,0.25
enjoying,na -ekpori ndụ,na -ekpori ndụ,joy,0.771
prisoner,onye nga,onye nga,anger,0.516
inspire,kpalie,ume,anticipation,0.602
dreading,na -atụ egwu,na -atụ egwu,fear,0.641
dislocated,gbahapụrụ,gbahapụrụ,fear,0.438
romp,romp,egwuregwu,joy,0.348
sin,mmehie,mmehie,anger,0.547
depend,dabere,dabere,trust,0.594
loved,hụrụ n'anya,hụrụ n'anya,joy,0.859
intrusion,mbanye,mbanye,fear,0.484
grieve,iru uju,iru uju,sadness,0.844
debacle,debacle,nsogbu,sadness,0.609
palsy,nkwarụ,nkwarụ,fear,0.516
uneasy,obi erughị ala,obi erughị ala,fear,0.312
crime,mpụ,mpụ,fear,0.719
dying,na -anwụ anwụ,na -anwụ anwụ,anger,0.455
grow,too,too,trust,0.492
family,ezinụlọ,ezinụlọ,joy,0.5
perdition,mbibi,mbibi,anger,0.562
duress,duress,ọnọdụ,sadness,0.625
fooled,nzuzu,nzuzu,sadness,0.531
defense,agbachitere,agbachitere,fear,0.258
celebrity,onye ama ama,onye ama ama,trust,0.273
fears,egwu,egwu,fear,0.75
intervention,ntinye aka,ntinye aka,sadness,0.348
love,ịhụnanya,ịhụnanya,trust,0.758
ugliness,ihe ojoo,njọ,fear,0.41
forsaken,gbahapụrụ,gbahapụrụ,anger,0.406
interminable,enweghi ngwụcha,enweghi ngwụcha,anger,0.343
obesity,oke ibu,oke ibu,disgust,0.695
deterioration,mmebi,mmebi,fear,0.562
advocacy,nkwado,nkwado,anticipation,0.5
reinforcement,nkwado,nkwado,trust,0.547
bondage,n'agbụ,n'agbụ,fear,0.547
destroyed,bibiri,bibiri,sadness,0.844
satisfaction,afọ ojuju,afọ ojuju,joy,0.652
appeal,ịrịọ arịrịọ,ịrịọ arịrịọ,anticipation,0.531
hug,mmakụ,mmakụ,sadness,0.078
cookies,kuki,kuki,joy,0.344
haunt,nsogbu,nsogbu,fear,0.641
orc,orc,ekere,disgust,0.383
bruise,ọnya,ọnya,anticipation,0.289
running,na -agba ọsọ,na -agba ọsọ,joy,0.258
arbitrator,onye mkpezi ikpe,onye mkpezi ikpe,trust,0.438
parade,Nme,Nme,joy,0.621
despicable,ihe arụ,ihe arụ,disgust,0.734
radar,radar,rada,trust,0.406
volcano,ugwu mgbawa,ugwu mgbawa,fear,0.663
tree,osisi,osisi,anger,0.0
cross,obe,obe,fear,0.203
cholera,ọgbụgbọ ọgbụgba,ọgbụgbọ na ọnyụnyụ,sadness,0.583
unhappy,enweghi obi uto,enweghi obi uto,anger,0.364
waiting,na -eche,na -eche,anticipation,0.664
fee,ugwo,ụgwọ,anger,0.172
sneak,sinik,sinik,fear,0.266
gunmen,ndị oji egbe,ndị oji egbe,fear,0.828
beast,anụ ọhịa,anụ ọhịa,anger,0.562
blackness,oji,oji,sadness,0.375
defeated,meriri,meriri,trust,0.258
adultery,ịkwa iko,ịkwa iko,sadness,0.566
consort,consort,nwunye   igwe,trust,0.414
automatic,akpaka,akpaka,trust,0.508
subversion,mgbanwe,mgbanwe,anger,0.47
sterile,akpali mmasị,akpali mmasị,sadness,0.328
sucker,ara,ọkpọ,anger,0.484
endowment,onyinye,onyinye,trust,0.594
whimper,ịsụ ngọngọ,ịsụ ngọngọ,fear,0.406
gall,gall,ilu,disgust,0.305
whatif,ọ bụrụ na,ọ bụrụ na,fear,0.219
actionable,actionable,ejije,disgust,0.211
shoddy,shoddy,ọrụ adịghị mma,anger,0.344
barricade,mgbochi,mgbochi,fear,0.375
palsy,nkwarụ,nkwarụ,sadness,0.625
helpful,aka,aka,trust,0.602
quaint,dị egwu,dị egwu,joy,0.297
aspiration,ọchịchọ,ọchịchọ,trust,0.633
inconsiderate,enweghị uche,enweghị uche,disgust,0.312
aversation,mmegide,mmegide,disgust,0.484
yayyyy,yaiyy,yaiyy,joy,0.859
treacherous,onye aghụghọ,onye aghụghọ,fear,0.75
confusion,mgbagwoju anya,mgbagwoju anya,sadness,0.273
catastrophe,ọdachi,ọdachi,fear,0.953
refused,jụrụ,jụrụ,sadness,0.391
ungrateful,ndị na -enweghị ekele,ndị na -enweghị ekele,disgust,0.406
rascal,nzuzu,nzuzu,anger,0.234
scoundrel,onye njo,onye njọ,disgust,0.562
rail,okporo ígwè,okporo ígwè,anticipation,0.234
softly,nwayọ,nwayọ,joy,0.297
ferment,gbaa ụka,gbaa ụka,anticipation,0.438
symphony,egwu egwu,egwu egwu,joy,0.422
maniac,maniac,ara,fear,0.781
secret,nzuzo,nzuzo,trust,0.305
cautiously,kpachara anya,kpachara anya,fear,0.188
barge,ụgbọ mmiri,ụgbọ mmiri,anger,0.396
dolphin,dolphin,azụ,surprise,0.117
mistaken,hiere ụzọ,hiere ụzọ,fear,0.281
awful,jọgburu onwe ya,jọgburu onwe ya,sadness,0.641
bluddy,adịghị mma,adịghị mma,anger,0.562
income,ego,ego,joy,0.403
stunned,o juru m anya,o juru m anya,fear,0.625
lying,ịgha ụgha,ịgha ụgha,anger,0.408
intend,bu n'obi,bu n'obi,trust,0.422
unequal,ahaghị nhata,ahaghị nhata,fear,0.219
strangle,nyagbu,nyagbu,surprise,0.609
prepared,kwadebere,kwadebere,anticipation,0.438
hypocritical,ihu abụọ,ihu abụọ,disgust,0.383
nasty,mkpari,mkpari,disgust,0.703
perchance,ohere,ohere,surprise,0.445
mirth,obi ụtọ,obi ụtọ,joy,0.375
disinformation,mgbasa,mgbasa,fear,0.286
examination,nyocha,nyocha,fear,0.204
overjoyed,oke ọjoụ,oke anwụrị,joy,0.909
ungrateful,ndị na -enweghị ekele,ndị na -enweghị ekele,anger,0.472
immerse,mikpuo,mikpuo,trust,0.469
auction,okushon,ọkụshọn,anticipation,0.539
martyr,onye martyr,ịdị nsọ,fear,0.562
overload,bufee,bufee,sadness,0.172
mite,mite,ndụmọdụ,disgust,0.516
attestation,akaebe,akaebe,trust,0.664
smite,tie,tie,sadness,0.555
quiver,akpa akụ,akpa agha,fear,0.469
greatfriends,ezigbo enyi,ezigbo enyi,joy,0.688
grim,ihe ojoo,ihe ọjọọ,anticipation,0.312
zest,zest,akara,anticipation,0.57
dubious,na -enyo enyo,na -enyo enyo,fear,0.391
oppressor,onye mmegbu,onye mmegbu,sadness,0.703
ordnance,ordnance,ngwa agha,fear,0.312
posthumous,nwụọ,nwụọ,sadness,0.625
chairman,onyeisi oche,onyeisi oche,trust,0.492
requiem,rịọrọ,rịọrọ,sadness,0.531
gruff,gbuo,gbuo,disgust,0.258
madness,ara,ara,fear,0.675
accidental,mberede,mberede,fear,0.438
gentry,ndị ọma,ndị ọma,trust,0.398
guide,ndu,ndu,trust,0.57
tender,dị nro,dị nro,joy,0.441
greed,anyaukwu,anyaukwu,anger,0.424
divorce,ịgba alụkwaghịm,ịgba alụkwaghịm,surprise,0.398
bully,iji ike emegbu mmadụ,iji ike emegbu mmadụ,anger,0.688
haze,haze,anwụrụ ọkụ,fear,0.594
bitterness,ilu,ilu,trust,0.234
patronising,patronizing,ịda iwu,anger,0.5
wonderful,magburu onwe ya,magburu onwe ya,trust,0.625
commend,jaa mma,jaa mma,trust,0.617
betrayed,raara ya nye,raara ya nye,sadness,0.848
celebration,ememe,mmemme,anticipation,0.656
living,ndụ,ndụ,joy,0.312
gofuckyourself,gofuck onwe gị,ga zuzube,anger,0.886
storm,oké ifufe,oké ifufe,anger,0.507
hemorrhage,ọbara ọgbụgba,ọbara ọgbụgba,disgust,0.805
elevation,elu,elu,fear,0.266
cheer,nwee obi ụtọ,nwee obi ụtọ,anticipation,0.531
cuckold,egwu,egwu,disgust,0.625
momentum,mkpali,mkpali,anticipation,0.594
accuser,onye ebubo,onye ebubo,fear,0.438
bloom,oge ntoju,oge ntoju,anticipation,0.617
psychosis,psychosis,ara,anger,0.441
mistrust,enweghị ntụkwasị obi,enweghị ntụkwasị obi,disgust,0.422
appreciated,ekele,ekele,joy,0.682
scoundrel,onye njo,onye njọ,anger,0.682
banger,banger,ọkụ,surprise,0.531
nobleman,onye amara aha ya,onye amara aha ya,trust,0.516
malaria,ịba,ịba,disgust,0.781
cyclone,ajọ ifufe,saịklọn,fear,0.688
mouthful,ọnụ,ọnụ,disgust,0.164
discrimination,ịkpa oke,ịkpa oke,disgust,0.664
talons,talons,mbọ anụmanụ,anger,0.297
infanticide,igbu nwa,igbu nwa,disgust,0.836
prologue,okwu mmalite,okwu mmalite,anticipation,0.453
revenge,imegwara,imegwara,anger,0.738
warranty,akwụkwọ ikike,akwụkwọ ikike,trust,0.656
indignation,iwe,iwe,disgust,0.453
competition,asọmpi,asọmpi,anticipation,0.523
drifted,kpafuo,kpafuo,sadness,0.266
revolution,mgbanwe,mgbanwe,anticipation,0.641
hate,ịkpọasị,ịkpọasị,fear,0.484
reliability,ntụkwasị obi,ntụkwasị obi,trust,0.758
blessings,ngọzi,ngọzi,trust,0.609
revolver,mgbagharị,mgbagharị,fear,0.672
notification,ngosi,ngosi,anticipation,0.523
disgraced,ihere,ihere,disgust,0.523
devastated,bibiri,bibiri,sadness,0.912
withstand,iguzogide,iguzogide,anticipation,0.414
wrecked,mebiri,mebiri,anger,0.633
yeahhh,eeh,eeh,joy,0.576
witchcraft,amoosu,amoosu,sadness,0.508
bombardment,ogbunigwe,ogbunigwe,fear,0.844
fret,iwe,iwe,fear,0.469
lovelife,ndụdụ,ndụdụ,joy,0.703
wonder,ihe ijuanya,ihe ijuanya,joy,0.606
eventuality,ihe omume,ihe omume,anticipation,0.5
loathing,na -asọ oyi,na -asọ oyi,disgust,0.672
sneaking,na -amị amị,na -amị amị,anticipation,0.5
decoy,aghụghọ,aghụghọ,surprise,0.492
majestic,dị ebube,dị ebube,trust,0.625
battery,batrị,batrị,anger,0.609
alienation,nkewa,nkewa,sadness,0.685
cherish,kpọrọ ihe,kpọrọ ihe,joy,0.703
blight,ntụpọ,ntụpọ,sadness,0.591
bombed,bọmbụ,bọmbụ,disgust,0.508
predict,buo amụma,buo amụma,anticipation,0.589
cove,anyaukwu,anyaukwu,anticipation,0.32
wonderfully,ebube,ebube,surprise,0.344
approved,nwapụtara,akwadoro,joy,0.486
feeling,mmetụta,mmetụta,trust,0.518
quiet,juu,juu,joy,0.188
bitch,nkịta,anụọhịa,anger,0.803
erotic,erotic,ihe ọjọọ,anticipation,0.641
worthy,kwesiri,kwesiri,trust,0.643
flinch,gbajie,gbajie,fear,0.484
lamb,nwa Atụrụ,nwa Atụrụ,joy,0.219
interrupted,etre,ịkwụsitụ,sadness,0.188
pious,nsọpụrụ,nsọpụrụ,sadness,0.219
spaniel,spaniel,iso,trust,0.312
strengthen,di ike,di ike,trust,0.594
explosive,ihe mgbawa,ihe mgbawa,anger,0.894
regrets,akwa mmakwaara,akwa mmakwaara,trust,0.281
rigor,rigor,ihe isi ike,fear,0.453
infant,nwa ọhụrụ,nwa ọhụrụ,joy,0.309
incredulous,ekweghị ekwe,ekweghị ekwe,anger,0.426
insolvency,enweghị isi,enweghị isi,sadness,0.438
idiocy,nzuzu,nzuzu,disgust,0.508
insist,siri ọnwụ,siri ọnwụ,anger,0.182
escape,gbapụ,gbapụ,anticipation,0.625
degrading,na -eweda ala,na -eweda ala,fear,0.562
theocratic,ọchịchị Chineke,ọchịchị Chineke,trust,0.422
alone,naanị ya,naanị ya,sadness,0.6
honeymoon,honiimuunu,honiimuunu,anticipation,0.68
winning,na -emeri,na -emeri,anticipation,0.664
cantwin,cantwin,enweghị mmeri,anger,0.409
illegitimate,iwu akwadoghị,iwu akwadoghị,surprise,0.414
unhappiness,enweghi obi uto,enweghị obi ụtọ,sadness,0.839
aunt,nwanne nne,nwanne nne,trust,0.461
uncover,kpughee,kpughee,surprise,0.562
worthless,abaghị uru,abaghị uru,anger,0.438
carnage,ogbugbu,ogbugbu,anger,0.814
riotous,ọgba aghara,ọgba aghara,surprise,0.727
horrific,egwu,egwu,sadness,0.844
disreputable,enweghị nkwanye ùgwù,enweghị nkwanye ùgwù,anger,0.368
intrusive,intrusive,ime tafịa,anger,0.598
acrobat,acrobat,akrobat,joy,0.162
companion,ibe,ibe,joy,0.406
disembodied,agbasaghị,enweghị ahụ,fear,0.531
aftermath,sochiri,sochiri,sadness,0.5
hug,mmakụ,mmakụ,joy,0.672
immorality,omume rụrụ arụ,omume rụrụ arụ,anger,0.382
saliva,asu,asọ,anticipation,0.297
soslow,ngwa ngwa,ngwa ngwa,anger,0.398
larger,ibu,ibu,trust,0.383
infanticide,igbu nwa,igbu nwa,anticipation,0.32
disapproving,na -adịghị anabata,na -adịghị anabata,anger,0.453
expel,chụpụ,chụpụ,disgust,0.391
cuddles,akwa,makuo,joy,0.662
manslaughter,igbu mmadu,igbu mmadu,sadness,0.833
probity,Nsogbu,Nsogbu,trust,0.422
attack,mwakpo,mwakpo,anger,0.853
weight,ibu ibu,ibu ibu,trust,0.289
god,chukwu,chukwu,anticipation,0.484
urgent,ngwa ngwa,ngwa ngwa,fear,0.45
wokemeup,wokemeup,kpoterem n'ụra,anger,0.234
laud,ito,ito,trust,0.453
intact,emebibeghị,emebibeghị,trust,0.508
kindness,obi oma,obi ọma,joy,0.606
glory,ebube,ebube,trust,0.477
horrid,egwu,egwu,fear,0.705
confiscate,na -ejichi ihe,na -ejichi ihe,sadness,0.453
detestation,ihe -árú,ihe -árú,disgust,0.648
accurate,ziri ezi,ziri ezi,trust,0.625
bastarding,mpako,mpako,anger,0.719
indivisible,a na -apụghị ikewa ekewa,a na -apụghị ikewa ekewa,trust,0.68
