word,machine,human,label,emotion_intensity_score
lunacy,hauka,hauka,anger,0.574
bloodshed,zubar da jini,zubar da jini,sadness,0.836
unacceptable,mara yarda,mara yarda,sadness,0.328
excite,burge,burge,joy,0.697
parrot,aku,aku,disgust,0.156
clouds,girgije,girgije,sadness,0.125
retirement,ritaya,ritaya,joy,0.275
meditate,yin zuzzurfan tunani,yin zuzzurfan tunani,joy,0.438
exceed,wuce,wuce,anticipation,0.539
probation,jarrabawa,jarrabawa,anticipation,0.414
angling,angling,komawa gefe,anticipation,0.578
gory,gori,gori,fear,0.688
nasty,m,mai sa ƙyama,anger,0.672
fort,sansanin soja,sansanin soja,trust,0.562
perpetrator,mai aikatawa,mai aikatawa,disgust,0.633
misunderstanding,rashin fahimta,rashin fahimta,anger,0.195
penal,azaba,azaba,sadness,0.469
mortification,ɓarna,ɓarna,anticipation,0.398
desecration,wulakanci,wulaƙanci,sadness,0.781
burden,nauyi,nauyi,trust,0.234
disgust,ƙyama,ƙyama,fear,0.406
crusade,yaƙin neman zaɓe,yaƙin neman zaɓe,fear,0.392
tyranny,zalunci,zalunci,sadness,0.562
yesss,yesss,ehhhh,joy,0.797
surrender,mika wuya,miƙa wuta,fear,0.5
embarrass,kunya,kunya,sadness,0.394
helpless,m,mai rasa abin yi,fear,0.531
socialist,ɗan gurguzu,ɗan gurguzu,disgust,0.422
tiredofit,gajiya,gajiya,anger,0.603
pocketbac,aljihu,aljihu,trust,0.352
inimical,m,kula da cutarwa,anger,0.516
freshstart,sabon farawa,sabon farawa,joy,0.544
slaughter,yanka,yanka,fear,0.891
jeopardy,hatsari,haɗari,anticipation,0.461
faith,bangaskiya,bangaskiya,anticipation,0.438
loathsome,abin ƙyama,abin ƙyama,disgust,0.773
intolerant,rashin haƙuri,rashin haƙuri,anger,0.564
wimp,wimp,rago,disgust,0.367
consult,shawara,shawara,trust,0.57
government,gwamnati,gwamnati,fear,0.359
compliment,yabo,yabo,joy,0.831
structural,tsarin,tsarin,trust,0.578
recovery,farfadowa,farfaɗowa,joy,0.312
unwashed,ba a wanke ba,ba a wanke ba,disgust,0.602
easiest,mafi sauki,mafi sauƙi,trust,0.422
oath,rantsuwa,rantsuwa,trust,0.781
income,samun kudin shiga,samun kuɗin shiga,sadness,0.1
tarantula,tarantula,tautau,fear,0.672
abandonment,watsi,watsi,surprise,0.523
hysterical,mai ban tsoro,mai ban tsoro,anger,0.453
husband,miji,miji,joy,0.438
accused,wanda ake zargi,wanda ake zargi,fear,0.469
ruinous,lalata,lalata,disgust,0.578
misfortune,masifa,masifa,sadness,0.516
garish,garish,nuna ban sha'awa,surprise,0.508
irate,fushi,fushi,anger,0.844
ultimatum,ƙarshe,ƙarshe,anger,0.439
shriek,kururuwa,kururuwa,sadness,0.485
mystic,sufi,na sufanci,surprise,0.375
feisty,m,gajere,anger,0.269
traumatic,mai rauni,mai rauni,fear,0.844
connoisseur,masani,masani,trust,0.523
dawn,wayewar gari,wayewar gari,trust,0.453
misspell,kuskuren kuskure,kuskuren rubutu,anger,0.136
default,tsoho,tsoho,sadness,0.121
unequal,ba daidai ba,ba daidai ba,fear,0.219
suppress,danniya,danniya,fear,0.5
perplexity,rudani,ruɗani,sadness,0.453
villainous,mugu,mugu,disgust,0.641
ferocious,m,mai fushi,disgust,0.422
undecided,ba a yanke shawara ba,ba a yanke shawara ba,fear,0.098
merriment,m,murna,joy,0.912
wildfire,wutar daji,wutar daji,surprise,0.641
wannasleep,wannas barci,son barci,anger,0.031
decomposition,bazuwar,bazuwar,fear,0.469
fullness,cikewa,cikewa,joy,0.394
shatter,farfashe,farfashe,fear,0.672
wellness,lafiya,lafiya,joy,0.537
sostressed,damuwa,damuwa,fear,0.578
lazyday,lazyday,ranar kasala,joy,0.318
polarity,polarity,folariti,surprise,0.297
overthrow,kifar,kifar,anticipation,0.531
glare,haske,haske,fear,0.43
homicide,kisan kai,kisan kai,disgust,0.836
paranoia,paranoia,taɓin hankali,fear,0.594
invade,mamayewa,mamayewa,sadness,0.453
sensational,abin mamaki,abin mamaki,joy,0.818
warfare,yaƙi,yaƙi,fear,0.859
buried,binne,binne,sadness,0.703
sympathy,tausayi,tausayi,sadness,0.375
growl,guguwa,guguwa,anger,0.652
vanish,bace,ɓace,surprise,0.617
riddle,tatsuniya,tatsuniya,surprise,0.422
rape,fyade,fyaɗe,anger,0.894
misrepresented,ba da gaskiya ba,ba da gaskiya ba,anger,0.422
generous,mai karimci,mai karimci,joy,0.609
raving,raving,yin sumbatu,surprise,0.578
notamorningperson,mai ba da labari,mai ba da labari,anger,0.266
bleeding,zubar jini,zubar jini,disgust,0.609
shot,harbi,harbi,surprise,0.711
ruined,lalace,lalace,disgust,0.531
daughter,'ya,'ya,joy,0.547
tramp,tarko,tarko,disgust,0.484
lying,ƙarya,ƙarya,anger,0.408
expect,jira,jira,anticipation,0.742
madden,mahaukaci,mahaukaci,anger,0.719
pout,buga,buga,anger,0.203
grant,ba,ba,joy,0.366
nobility,daraja,daraja,trust,0.523
incendiary,mai ƙonawa,mai ƙonawa,fear,0.625
criminal,mai laifi,mai laifi,fear,0.766
retrenchment,retrenchment,rege yawa,fear,0.345
tema,tema,bakin tekun tema,trust,0.312
perdition,halaka,halaka,disgust,0.461
snare,tarko,tarko,fear,0.391
holiday,biki,biki,joy,0.712
scoff,izgili,izgili,disgust,0.375
exalted,ɗaukaka,ɗaukaka,trust,0.539
procession,jerin gwano,jerin gwano,sadness,0.152
insult,zagi,zagi,surprise,0.539
plea,roƙo,roƙo,anticipation,0.438
downright,gaskiya,gaskiya,trust,0.391
transcendence,wuce gona da iri,wuce gona da iri,trust,0.602
requiem,bukata,buƙata,sadness,0.531
mighty,m,mai girma,anger,0.172
unequal,ba daidai ba,ba daidai ba,anger,0.167
vent,iska,iska,anger,0.456
dismemberment,yankewa,yankewa,disgust,0.812
words,kalmomi,kalmomi,anger,0.062
comfort,ta'aziyya,ta'aziyya,joy,0.515
chaos,hargitsi,hargitsi,sadness,0.594
holocaust,kisan kiyashi,kisan kiyashi,fear,0.906
oust,fitar,fitar,anger,0.484
prisoner,fursuna,fursuna,fear,0.562
snuggled,sumul,sumul,joy,0.594
procession,jerin gwano,jerin gwano,surprise,0.227
disapproving,rashin yarda,rashin yarda,disgust,0.32
raid,kai hari,kai hari,anger,0.625
debauchery,lalata,lalata,fear,0.656
owing,saboda,saboda,anger,0.221
sensual,sha'awa,sha'awa,joy,0.576
elegance,ladabi,ladabi,trust,0.492
illegal,haram,haram,anger,0.394
pride,girman kai,girman kai,joy,0.516
newyear,sabuwar shekara,sabuwar shekara,joy,0.561
imprisoned,daure,daure,disgust,0.539
inimical,m,kula da cutarwa,sadness,0.531
misunderstanding,rashin fahimta,rashin fahimta,sadness,0.359
wonderful,ban mamaki,ban mamaki,joy,0.863
beginnings,farkon,farko,joy,0.422
grades,maki,maki,fear,0.094
radiation,radiation,iskar guba,fear,0.688
demon,aljani,aljani,anger,0.735
thresh,busa,busa,anger,0.484
defenseless,marasa tsaro,marasa tsaro,fear,0.547
gush,gush,zubowa da sauri,disgust,0.422
destroyer,mai halakarwa,mai halakarwa,fear,0.75
exalted,ɗaukaka,ɗaukaka,joy,0.591
delight,murna,murna,anticipation,0.633
caretaker,mai kulawa,mai kulawa,trust,0.625
nasty,m,mai sa ƙyama,disgust,0.703
confirmed,tabbatar,tabbatar,trust,0.68
pedigree,zuriya,zuriya,trust,0.57
conspirator,makirci,makirci,disgust,0.578
avoiding,gujewa,gujewa,fear,0.391
thriving,bunƙasa,bunƙasa,anticipation,0.578
kennel,gidan kare,gidan kare,sadness,0.13
unattractive,maras kyau,maras kyau,sadness,0.373
usual,saba,saba,trust,0.445
priceless,m,mai ban sha'awa sosai,joy,0.641
architecture,gine -gine,gine -gine,trust,0.539
saintly,tsarkaka,tsarkaka,joy,0.641
friendly,sada zumunci,sada zumunci,trust,0.547
deliverance,kubutarwa,kuɓutarwa,trust,0.531
captivate,kama,kama,trust,0.523
thanksalot,godiya,godiya,anger,0.172
authenticate,gaskata,gaskata,trust,0.719
plunge,nutse,nutse,fear,0.547
weeeee,weeeee,ƙarar nishaɗi,joy,0.672
exclusion,warewa,warewa,sadness,0.5
jubilee,jubili,jubili,surprise,0.602
contradict,saba,saɓa,anger,0.409
spank,spank,mari,sadness,0.403
gardens,lambuna,lambuna,joy,0.219
aga,aga,kwamanda,trust,0.359
sweets,Sweets,zaƙi,anticipation,0.469
lie,karya,ƙarya,sadness,0.585
cracked,fashe,fashe,anger,0.422
freakingout,fashewa,fashewa,fear,0.781
providing,bayarwa,bayarwa,anticipation,0.469
duplicity,kwaɗayi,kwaɗayi,anger,0.318
achieve,cimma,cim ma,trust,0.656
concussion,tashin hankali,tashin hankali,anger,0.377
howl,kuka,kuka,surprise,0.516
caries,caries,lalacewar haƙori,disgust,0.445
blindly,makafi,a makance,sadness,0.344
unimaginable,wanda ba a iya misaltawa,wanda ba a iya misaltawa,surprise,0.75
animosity,ƙiyayya,ƙiyayya,sadness,0.438
aversion,ƙiyayya,ƙiyayya,fear,0.283
evil,mugunta,mugunta,disgust,0.758
betrayal,cin amana,cin amana,sadness,0.734
verified,tabbatar,tabbatar,trust,0.773
jealousy,kishi,kishi,fear,0.365
unutterable,mara magana,mara magana,surprise,0.492
debris,tarkace,tarkace,disgust,0.43
disheartened,takaici,takaici,sadness,0.788
rook,roko,cuta,anger,0.203
sarcasm,zagi,zagi,disgust,0.258
banishment,korewa,korewa,sadness,0.79
euthanasia,euthanasia,kisan rahama,sadness,0.927
denounce,la'anta,la'anta,anger,0.652
aftermath,bayan,bayan,fear,0.469
disparaging,wulakanci,wulaƙanci,disgust,0.523
refuge,mafaka,mafaka,trust,0.531
crusade,yaƙin neman zaɓe,yaƙin neman zaɓe,anger,0.328
approval,yarda,yarda,trust,0.758
adultery,zina,zina,disgust,0.727
disrespectful,rashin mutunci,rashin mutunci,disgust,0.484
craziness,mahaukaci,mahaukaci,joy,0.188
attack,kai hari,kai hari,fear,0.797
guru,guru,gwani,trust,0.5
opera,wasan opera,wasan opera,anticipation,0.469
desert,hamada,hamada,disgust,0.203
money,kudi,kuɗi,joy,0.531
qualities,halaye,halaye,trust,0.617
virgin,budurwa,budurwa,trust,0.508
languishing,mai rauni,mai rauni,fear,0.358
secrecy,sirri,sirri,surprise,0.398
true,gaskiya,gaskiya,trust,0.789
momentum,ƙarfin hali,ƙarfin hali,anticipation,0.594
rule,mulki,mulki,fear,0.188
spending,ciyarwa,ciyarwa,joy,0.297
hell,jahannama,jahannama,fear,0.86
disappointed,abin takaici,abin takaici,anger,0.348
blessing,albarka,albarka,trust,0.625
tantrum,tashin hankali,tashin hankali,anger,0.682
wan,wan,dariya,sadness,0.312
uncaring,rashin kulawa,rashin kulawa,sadness,0.469
gape,gaba,gaba,surprise,0.633
prophetic,annabci,annabci,anticipation,0.602
woods,dazuzzuka,dazuzzuka,joy,0.312
battlefield,fagen fama,fagen fama,fear,0.656
hydra,hydar,ruwa,fear,0.422
calls,kira,kira,anticipation,0.414
consequent,sakamakon,sakamakon,anticipation,0.492
lava,lawa,lawa,anger,0.234
toast,gasa,gasa,joy,0.281
copycat,kwafin kwafi,kwafin kwafi,anger,0.227
latent,latent,mai yiwuwa,surprise,0.156
festival,biki,biki,surprise,0.266
denied,musu,musu,sadness,0.578
inconceivable,m,wanda ba za a iya tunani ba,surprise,0.602
wrongdoing,zalunci,zalunci,sadness,0.422
struggle,gwagwarmaya,gwagwarmaya,fear,0.719
depraved,lalata,lalata,disgust,0.703
chirping,kururuwa,kururuwa,joy,0.328
coward,matsoraci,matsoraci,sadness,0.484
godly,mai ibada,mai ibada,joy,0.514
oneday,ranan,wata rana,joy,0.197
delay,jinkiri,jinkiri,fear,0.141
impressionable,abin sha'awa,abin sha'awa,trust,0.43
moral,halin kirki,halin kirki,trust,0.758
sweet,mai dadi,mai daɗi,anticipation,0.445
irks,irks,haushi,anger,0.606
approving,yarda,yarda,trust,0.695
unquestioned,babu tambaya,babu tambaya,trust,0.578
delirious,m,ruɗewa,sadness,0.439
gift,kyauta,kyauta,anticipation,0.625
benedictory,kyautatawa,ɗagawa,trust,0.523
disparity,banbanci,bambanci,disgust,0.305
dastardly,dastardly,mamugunci,fear,0.641
cringe,wulakanci,wulaƙanci,sadness,0.5
console,na'ura wasan bidiyo,na'urar wasan bidiyo,sadness,0.531
jubilant,farin ciki,farin ciki,trust,0.492
hunting,farauta,farauta,joy,0.109
council,majalisa,majalisa,trust,0.594
insanity,hauka,hauka,disgust,0.562
theocratic,tsarin Allah,tsarin Allah,sadness,0.125
apocalypse,Apocalypse,tashin duniya,fear,0.844
weakness,rauni,rauni,trust,0.266
versus,gabansa,gabansa,anger,0.227
heartbreak,ciwon zuciya,ciwon zuciya,sadness,0.781
foaming,kumfa,kumfa,anger,0.5
happy,mai farin ciki,mai farin ciki,joy,0.788
respected,mutunta,mutunta,trust,0.766
venerable,mai daraja,mai daraja,anticipation,0.43
puppy,kwikwiyo,kwikuyo,trust,0.453
death,mutuwa,mutuwa,anger,0.574
illegal,haram,haram,fear,0.5
boisterous,hayaniya,hayaniya,joy,0.667
unfaithful,marasa aminci,marasa aminci,disgust,0.578
defective,m,mai illa,disgust,0.375
oppress,zalunci,zalunci,disgust,0.57
vigorous,karfi,ƙarfi,trust,0.562
celebrate,yi biki,yi biki,joy,0.844
warn,yi gargaɗi,yi gargaɗi,surprise,0.297
splendid,m,kyakkyawa,surprise,0.445
undying,m,dawwamamme,trust,0.5
wot,wot,me,trust,0.234
blessings,albarka,albarka,trust,0.609
gluttony,cin abinci,cin abinci,disgust,0.625
wrecked,fashe,fashe,sadness,0.625
sepsis,sepsis,kamuwa da cuta,sadness,0.611
indict,tuhumar,tuhuma,anger,0.625
fortress,sansanin soja,sansanin soja,fear,0.281
beast,dabba,dabba,fear,0.734
settlor,mazaunin,mazaunin,fear,0.172
undone,an gama,an gama,trust,0.211
detest,abin ƙyama,abin ƙyama,anger,0.838
gentry,mutunci,mutunci,trust,0.398
lynch,kwanciya,kwanciya,fear,0.719
witchcraft,maita,maita,anger,0.333
insurrection,fitina,fitina,anger,0.652
incurable,maras magani,maras magani,fear,0.797
marvelously,abin al'ajabi,abin al'ajabi,joy,0.881
dynamic,tsauri,tsauri,surprise,0.57
foreseen,hangen nesa,hangen nesa,anticipation,0.602
grey,launin toka,launin toka,sadness,0.281
autumn,kaka,kaka,joy,0.254
affection,so,so,joy,0.647
champion,zakara,zakara,trust,0.641
unwelcome,maraba,maraba,sadness,0.422
cadaver,gawa,gawa,fear,0.688
aphid,aphid,ƙwaro,disgust,0.453
pith,pith,tsakiya,trust,0.297
recognizable,mai ganewa,mai ganewa,anticipation,0.422
collision,karo,karo,anger,0.609
banger,banger,naman alade,surprise,0.531
cursed,la'ananne,la'ananne,fear,0.734
disaster,bala'i,bala'i,sadness,0.758
nausea,tashin zuciya,tashin zuciya,fear,0.406
stab,soka,soka,surprise,0.695
cancer,ciwon daji,ciwon daji,fear,0.828
distrust,rashin yarda,rashin yarda,disgust,0.336
gloomy,baƙin ciki,baƙin ciki,sadness,0.578
entertain,yi nishaɗi,yi nishaɗi,joy,0.773
incite,tunzura,tunzura,fear,0.516
labor,aiki,aiki,trust,0.414
pensive,m,tunani mai tsanani,sadness,0.438
sincere,masu gaskiya,masu gaskiya,trust,0.797
commemorate,tunawa,tunawa,anticipation,0.5
obtainable,samuwa,samuwa,joy,0.156
alarm,ƙararrawa,ƙararrawa,fear,0.688
familiar,saba,saba,trust,0.656
twats,twats,wawa,anger,0.609
humbled,kaskantar da kai,ƙasƙantar da kai,joy,0.234
abhorrent,abin ƙyama,abin ƙyama,anger,0.875
gratitude,godiya,godiya,joy,0.914
janitor,mai aikin shara,mai aikin shara,disgust,0.289
damage,lalacewa,lalacewa,sadness,0.578
insidious,m,illa mai cutarwa,fear,0.516
planes,jirage,jirage,fear,0.274
subversion,subversion,rushewa,fear,0.469
toilet,bandaki,banɗaki,disgust,0.594
healing,waraka,waraka,trust,0.672
petloss,petloss,mutuwar dabbar gida,sadness,0.594
receiving,karba,karɓa,joy,0.287
disregarded,rashin kulawa,rashin kulawa,disgust,0.297
choral,mawaƙa,mawaƙa,joy,0.348
trophy,ganima,ganima,surprise,0.234
hyperventilate,hyperventilate,numfashi da sauri,fear,0.734
lord,ubangiji,ubangiji,trust,0.445
rawr,rawr,rawr,anger,0.375
demonstrative,mai nunawa,mai nunawa,sadness,0.242
sly,dabara,dabara,fear,0.156
gruff,gruff,nishi,anger,0.351
tentang,tanti,tanti,trust,0.281
puke,puke,amai,disgust,0.789
scare,tsorata,tsorata,surprise,0.797
jail,kurkuku,kurkuku,sadness,0.656
deed,aiki,aiki,trust,0.531
hire,haya,haya,anticipation,0.469
gut,hanji,hanji,disgust,0.594
constraint,ƙuntatawa,ƙuntatawa,fear,0.5
prison,kurkuku,kurkuku,sadness,0.594
december,Disamba,Disamba,joy,0.167
crucifixion,giciye,giciye,fear,0.891
paths,hanyoyi,hanyoyi,trust,0.398
crushed,murkushe,murƙushe,disgust,0.352
hateful,m,mai ƙiyayya,sadness,0.575
hopeful,mai bege,mai bege,surprise,0.234
dreading,tsoro,tsoro,fear,0.641
yey,yi,yi,joy,0.562
inhuman,m,rashin mutuntaka,sadness,0.703
sex,jima'i,jima'i,trust,0.375
lemon,lemun tsami,lemon tsami,disgust,0.109
motherhood,uwa,uwa,trust,0.703
weight,nauyi,nauyi,anticipation,0.258
nurture,renon,renon,anger,0.059
despotism,son zuciya,son zuciya,disgust,0.703
withered,ya bushe,ya bushe,disgust,0.531
anarchism,anarchism,ra'ayin wargaza gwamnati,fear,0.688
freedom,'yanci,'yanci,joy,0.561
heartfelt,mai zuciya,mai zuciya,trust,0.734
inflict,cutarwa,cutarwa,fear,0.562
chastity,tsarki,tsarki,anticipation,0.328
freaked,m,firgita,fear,0.703
synergistic,synergistic,hulɗa,trust,0.453
optimism,kyakkyawan fata,kyakkyawan fata,trust,0.617
sentence,hukunci,hukunci,disgust,0.156
deplore,baƙin ciki,baƙin ciki,disgust,0.461
adverse,m,illa,fear,0.352
friendships,abota,abota,trust,0.75
recurring,maimaitawa,maimaitawa,fear,0.359
blame,zargi,zargi,anger,0.484
myfavorite,abin so,abin so,joy,0.804
invader,mai mamayewa,mai mamayewa,fear,0.766
fancy,zato,zato,anticipation,0.32
persecute,tsanantawa,tsanantawa,anger,0.734
companion,aboki,aboki,trust,0.75
contemptible,abin ƙyama,abin ƙyama,disgust,0.625
heheh,heheh,shewa,joy,0.606
revenge,fansa,fansa,anticipation,0.602
comforting,ta'aziya,ta'aziya,joy,0.636
haunt,farauta,farauta,fear,0.641
restriction,ƙuntatawa,ƙuntatawa,fear,0.484
worm,tsutsa,tsutsa,surprise,0.055
hoax,yaudara,yaudara,surprise,0.453
listless,m,rashin kuzari,sadness,0.729
laxative,mai laxative,zawayi,disgust,0.641
axiomatic,axiomatic,rashin shaida,trust,0.352
rattlesnake,maciji,maciji,fear,0.641
climax,ƙarshe,ƙarshe,surprise,0.805
counsellor,mai ba da shawara,mai ba da shawara,anger,0.059
volunteer,mai sa kai,mai sa kai,fear,0.031
cheer,gaisuwa,gaisuwa,surprise,0.539
scenery,shimfidar wuri,shimfiɗar wuri,joy,0.453
revels,revels,murna,joy,0.562
thief,barawo,ɓarawo,surprise,0.609
deadly,m,na haddasa mutuwa,anger,0.758
possessed,mallaki,mallaki,fear,0.594
contagion,yaduwa,yaɗuwa,fear,0.688
timid,m,mai kawaici,sadness,0.281
celebration,bikin,bikin,anticipation,0.656
casualty,wanda aka kashe,wanda aka kashe,anger,0.594
coffin,akwatin gawa,akwatin gawa,fear,0.684
insect,kwari,ƙwari,fear,0.25
purge,purge,tsarkakewa,fear,0.562
improvise,inganta,inganta,surprise,0.523
expectation,tsammanin,tsammanin,anticipation,0.695
nettle,nettle,ɓatawa wani rai,disgust,0.289
measles,kyanda,ƙyanda,fear,0.359
applause,tafi,tafi,trust,0.539
myopia,myopia,rashin gani daga nesa,anger,0.283
bewildered,rudani,ruɗani,surprise,0.719
lawyer,lauya,lauya,fear,0.349
strengthen,ƙarfafa,ƙarfafa,trust,0.594
bylaw,doka,doka,trust,0.586
elf,elf,ban tsoro,fear,0.185
ultimate,na ƙarshe,na ƙarshe,sadness,0.109
piles,tara,tara,disgust,0.445
argh,arg,arg,anger,0.391
vulgarity,alfasha,alfasha,disgust,0.703
shove,ture,ture,anger,0.672
depth,zurfin,zurfi,trust,0.484
stillbirth,mutuwar haihuwa,haihuwar matacce,sadness,0.891
jealousy,kishi,kishi,sadness,0.382
torment,azaba,azaba,sadness,0.828
share,raba,raba,trust,0.586
monde,monde,duniya,trust,0.344
chandler,chandler,mai sararwa,trust,0.391
injure,rauni,rauni,sadness,0.609
coercion,tilastawa,tilastawa,anger,0.515
swastika,swastika,alamar swastika,anger,0.627
inadmissible,mara yarda,mara yarda,anger,0.191
litigate,yi kara,yi ƙara,anger,0.359
villager,ƙauyen,ƙauyen,trust,0.438
senseless,m,rashin hankali,fear,0.328
occupant,mai zama,mai zama,trust,0.43
mutilation,yankewa,yankewa,fear,0.906
cutting,yankan,yanka,sadness,0.422
yuk,yuk,ƙyama,trust,0.188
stamina,ƙarfin hali,ƙarfin hali,trust,0.539
uphold,riko,riƙo,trust,0.648
ceasefire,tsagaita wuta,tsagaita wuta,fear,0.156
averse,m,ƙyama,disgust,0.398
gasping,huci,huci,fear,0.438
reunited,sake haduwa,sake haɗuwa,joy,0.515
constantly,kullum,kullum,trust,0.617
collusion,hada baki,haɗa baki,anger,0.432
protector,majiɓinci,majiɓinci,trust,0.68
betrothed,alkawari,alƙawari,anticipation,0.531
accidental,mai haɗari,mai haɗari,surprise,0.672
nerds,masu ban tsoro,masu ban tsoro,trust,0.5
undiscovered,ba a gano ba,ba a gano ba,surprise,0.523
holiness,tsarki,tsarki,trust,0.656
coop,cop,keji,disgust,0.304
mortality,mace -mace,mace -mace,sadness,0.5
harmony,jituwa,jituwa,trust,0.648
meritorious,abin yabo,abin yabo,trust,0.586
insomniac,rashin barci,rashin barci,fear,0.234
comfy,dadi,daɗi,joy,0.551
littlethings,kananan abubuwa,ƙananan abubuwa,joy,0.391
hugs,runguma,runguma,joy,0.562
marry,aure,aure,anticipation,0.594
cashier,mai karbar kudi,mai karɓar kuɗi,trust,0.469
humanitarian,agaji,agaji,anticipation,0.383
jubilant,farin ciki,farin ciki,joy,0.969
flatter,fadanci,fadanci,trust,0.297
urgency,gaggawa,gaggawa,fear,0.391
intolerant,rashin haƙuri,rashin haƙuri,fear,0.5
freakish,m,sabon abu,disgust,0.68
crazed,hauka,hauka,anger,0.75
whim,kumburi,kumburi,anticipation,0.367
progression,ci gaba,ci gaba,sadness,0.201
critter,sharhi,sharhi,disgust,0.391
accord,yarjejeniya,yarjejeniya,trust,0.617
chaotic,m,mai sa ruɗani,anger,0.576
illegitimate,shege,shege,surprise,0.414
patient,mai haƙuri,mai haƙuri,joy,0.186
manipulation,magudi,maguɗi,anger,0.603
obliging,wajibi,wajibi,fear,0.25
expect,jira,jira,surprise,0.148
heartsick,masu zafin zuciya,masu zafin zuciya,disgust,0.336
scenic,wasan kwaikwayo,wasan kwaikwayo,joy,0.375
concussion,tashin hankali,tashin hankali,sadness,0.545
hostile,maƙiya,mai adawa,anger,0.898
leer,leer,kallo marar daɗi,disgust,0.492
aghhh,aghh,mamaki,fear,0.438
soulless,marasa rai,marasa rai,fear,0.469
shame,kunya,kunya,fear,0.344
theocratic,tsarin Allah,tsarin Allah,anger,0.303
contagious,mai yaɗuwa,mai yaɗuwa,joy,0.25
resign,murabus,murabus,fear,0.453
usurped,kwace,ƙwace,fear,0.422
entrust,ba da amana,ba da amana,trust,0.812
mistaken,kuskure,kuskure,fear,0.281
harmful,mai cutarwa,mai cutarwa,sadness,0.578
symmetry,daidaitawa,daidaitawa,joy,0.197
screech,screech,kururuwa,fear,0.406
explosive,mai fashewa,mai fashewa,anticipation,0.523
valor,jarumi,jarumi,trust,0.688
freshair,freshair,iska mai kyau,joy,0.455
dilapidated,ya lalace,ya lalace,disgust,0.672
unsteady,m,rashin tsayawa,fear,0.422
broken,karye,karye,anger,0.359
